source,type,target,sType,tType
https://oceanexpert.org/institution/19185,https://schema.org/memberOf,https://oceanexpert.org/institution/11308,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19515,https://schema.org/memberOf,https://oceanexpert.org/institution/19514,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/12175,https://schema.org/memberOf,https://oceanexpert.org/institution/5711,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/5572,https://schema.org/memberOf,https://oceanexpert.org/institution/13818,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/18743,https://schema.org/memberOf,https://oceanexpert.org/institution/13402,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/20258,https://schema.org/memberOf,https://oceanexpert.org/institution/18567,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19514,https://schema.org/memberOf,https://oceanexpert.org/institution/18216,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19190,https://schema.org/memberOf,https://oceanexpert.org/institution/16122,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19433,https://schema.org/memberOf,https://oceanexpert.org/institution/11879,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/14840,https://schema.org/memberOf,https://oceanexpert.org/institution/19301,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19092,https://schema.org/memberOf,https://oceanexpert.org/institution/19349,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19416,https://schema.org/memberOf,https://oceanexpert.org/institution/17031,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/9380,https://schema.org/memberOf,https://oceanexpert.org/institution/18077,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/11783,https://schema.org/memberOf,https://oceanexpert.org/institution/20880,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/13023,https://schema.org/memberOf,https://oceanexpert.org/institution/8387,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/7120,https://schema.org/memberOf,https://oceanexpert.org/institution/15397,https://schema.org/Organization,https://schema.org/Organization
