source,target,type
https://catalogue.cioos.ca/dataset/935fa88e-ee4c-4f58-9059-7a744d56ec19.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/935fa88e-ee4c-4f58-9059-7a744d56ec19.jsonld,https://gleaner.io/xid/genid/cggj4b3k59mc73f1oucg,creator
https://catalogue.cioos.ca/dataset/935fa88e-ee4c-4f58-9059-7a744d56ec19.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/7bf485c3-7cca-4723-a52e-466a9377f1e8.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/7bf485c3-7cca-4723-a52e-466a9377f1e8.jsonld,https://gleaner.io/xid/genid/cggj47bk59mc73f1objg,creator
https://catalogue.cioos.ca/dataset/7bf485c3-7cca-4723-a52e-466a9377f1e8.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/4443790a-8a47-4a76-ae1d-49fb9c543d36.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/4443790a-8a47-4a76-ae1d-49fb9c543d36.jsonld,https://gleaner.io/xid/genid/cggj2n3k59mc73f1gteg,creator
https://catalogue.cioos.ca/dataset/4443790a-8a47-4a76-ae1d-49fb9c543d36.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/f11fd567-9278-4ca2-b883-c4ca16c091fb.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/f11fd567-9278-4ca2-b883-c4ca16c091fb.jsonld,https://gleaner.io/xid/genid/cggj4c3k59mc73f1p2i0,creator
https://catalogue.cioos.ca/dataset/f11fd567-9278-4ca2-b883-c4ca16c091fb.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/20a56460-0cba-48ed-9607-f6a351b36574.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/20a56460-0cba-48ed-9607-f6a351b36574.jsonld,https://gleaner.io/xid/genid/cggj2nbk59mc73f1gtsg,creator
https://catalogue.cioos.ca/dataset/20a56460-0cba-48ed-9607-f6a351b36574.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/22615686-13fb-49ae-b22f-79d9cd7e43e0.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/22615686-13fb-49ae-b22f-79d9cd7e43e0.jsonld,https://gleaner.io/xid/genid/cggj3fbk59mc73f1kkk0,creator
https://catalogue.cioos.ca/dataset/22615686-13fb-49ae-b22f-79d9cd7e43e0.jsonld,https://cioospacific.ca,provider
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_7f468362-e624-485a-9e20-ea779dbe175e,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,publisher
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_7f468362-e624-485a-9e20-ea779dbe175e,https://gleaner.io/xid/genid/cggj3ljk59mc73f1lhpg,creator
https://catalogue.cioosatlantic.ca/dataset/ca-cioos_7f468362-e624-485a-9e20-ea779dbe175e,https://gleaner.io/xid/genid/cggj3ljk59mc73f1lht0,creator
https://catalogue.cioosatlantic.ca/dataset/e373c100-1684-4a6d-894c-da6585e5dbf8,https://gleaner.io/xid/genid/cggj3f3k59mc73f1kjgg,publisher
https://catalogue.cioosatlantic.ca/dataset/e373c100-1684-4a6d-894c-da6585e5dbf8,https://gleaner.io/xid/genid/cggj3f3k59mc73f1kjg0,creator
https://catalogue.cioosatlantic.ca/dataset/e373c100-1684-4a6d-894c-da6585e5dbf8,https://gleaner.io/xid/genid/cggj3f3k59mc73f1kjk0,creator
https://catalogue.cioosatlantic.ca/dataset/e373c100-1684-4a6d-894c-da6585e5dbf8,https://gleaner.io/xid/genid/cggj3f3k59mc73f1kjjg,creator
https://catalogue.cioos.ca/dataset/8e3e1251-3c66-428a-b081-587421566479.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/8e3e1251-3c66-428a-b081-587421566479.jsonld,https://gleaner.io/xid/genid/cggj2pbk59mc73f1h7rg,creator
https://catalogue.cioos.ca/dataset/8e3e1251-3c66-428a-b081-587421566479.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_58418aab-008a-4ed9-be71-2f7679b6cbf71.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_58418aab-008a-4ed9-be71-2f7679b6cbf71.jsonld,https://gleaner.io/xid/genid/cggj4frk59mc73f1pld0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_58418aab-008a-4ed9-be71-2f7679b6cbf71.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_b52bb8be-d225-442c-94ab-6f107a64b8a6.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_b52bb8be-d225-442c-94ab-6f107a64b8a6.jsonld,https://gleaner.io/xid/genid/cggj44bk59mc73f1nsp0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_b52bb8be-d225-442c-94ab-6f107a64b8a6.jsonld,https://gleaner.io/xid/genid/cggj44bk59mc73f1nspg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_b52bb8be-d225-442c-94ab-6f107a64b8a6.jsonld,https://gleaner.io/xid/genid/cggj44bk59mc73f1nsqg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_b52bb8be-d225-442c-94ab-6f107a64b8a6.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/e672c29a-72d0-4ba0-a8e4-c1253c160e3a.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/e672c29a-72d0-4ba0-a8e4-c1253c160e3a.jsonld,https://gleaner.io/xid/genid/cggj3o3k59mc73f1lv3g,creator
https://catalogue.cioos.ca/dataset/e672c29a-72d0-4ba0-a8e4-c1253c160e3a.jsonld,https://cioospacific.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_17396d02-88ff-4240-837b-5d3a45e70ea0,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_17396d02-88ff-4240-837b-5d3a45e70ea0,https://gleaner.io/xid/genid/cggj2srk59mc73f1hns0,creator
https://catalogue.hakai.org/dataset/ca-cioos_17396d02-88ff-4240-837b-5d3a45e70ea0,https://gleaner.io/xid/genid/cggj2srk59mc73f1hnq0,creator
https://catalogue.cioos.ca/dataset/eda0c494-ee3e-4c62-8362-37eb543b33fd.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/eda0c494-ee3e-4c62-8362-37eb543b33fd.jsonld,https://gleaner.io/xid/genid/cggj44rk59mc73f1nuj0,creator
https://catalogue.cioos.ca/dataset/eda0c494-ee3e-4c62-8362-37eb543b33fd.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_dccbb76c-d52b-4e87-b79c-39f28ff43dc9.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_dccbb76c-d52b-4e87-b79c-39f28ff43dc9.jsonld,https://gleaner.io/xid/genid/cggj3tjk59mc73f1mosg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_dccbb76c-d52b-4e87-b79c-39f28ff43dc9.jsonld,https://ogsl.ca,provider
https://catalogue.cioosatlantic.ca/dataset/009b5dec-faa0-4f75-8e4b-a5648a25526c,https://gleaner.io/xid/genid/cggj2u3k59mc73f1hseg,publisher
https://catalogue.cioosatlantic.ca/dataset/009b5dec-faa0-4f75-8e4b-a5648a25526c,https://gleaner.io/xid/genid/cggj2u3k59mc73f1hsd0,creator
https://catalogue.cioosatlantic.ca/dataset/009b5dec-faa0-4f75-8e4b-a5648a25526c,https://gleaner.io/xid/genid/cggj2u3k59mc73f1hscg,creator
https://catalogue.cioosatlantic.ca/dataset/009b5dec-faa0-4f75-8e4b-a5648a25526c,https://gleaner.io/xid/genid/cggj2u3k59mc73f1hsdg,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu30,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu5g,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu4g,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu50,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu2g,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu7g,creator
https://catalogue.ogsl.ca/dataset/ca-cioos_9c10259d-9433-4be2-abf9-7eb8b5fac5ad,https://gleaner.io/xid/genid/cggj3ujk59mc73f1mu60,creator
https://catalogue.cioos.ca/dataset/2145bc27-4483-4ce1-8e21-68505dd7c5a9,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/2145bc27-4483-4ce1-8e21-68505dd7c5a9,https://gleaner.io/xid/genid/cggj423k59mc73f1nek0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_3f157950-44ea-4fb9-9ea1-1b2406128a04.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_3f157950-44ea-4fb9-9ea1-1b2406128a04.jsonld,https://gleaner.io/xid/genid/cggj2vjk59mc73f1i53g,creator
https://catalogue.cioos.ca/dataset/ca-cioos_3f157950-44ea-4fb9-9ea1-1b2406128a04.jsonld,https://ogsl.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l81g,creator
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l830,creator
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l820,creator
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l83g,creator
https://catalogue.hakai.org/dataset/ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l840,creator
https://catalogue.cioos.ca/dataset/421408a0-5b76-4159-9284-bb70b3e4a03c.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/421408a0-5b76-4159-9284-bb70b3e4a03c.jsonld,https://gleaner.io/xid/genid/cggj3ljk59mc73f1lhfg,creator
https://catalogue.cioos.ca/dataset/421408a0-5b76-4159-9284-bb70b3e4a03c.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/5f7cc7bc-bf93-42b0-b3a5-3e2bc8a1c8f1.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/5f7cc7bc-bf93-42b0-b3a5-3e2bc8a1c8f1.jsonld,https://gleaner.io/xid/genid/cggj43bk59mc73f1nlcg,creator
https://catalogue.cioos.ca/dataset/5f7cc7bc-bf93-42b0-b3a5-3e2bc8a1c8f1.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_fe9dd7f6-6436-4760-aa96-d7bc8d2a368e.jsonld,https://catalogue.cioos.ca/organization/c1eca542-1caf-4604-a2d5-708682e08793,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_fe9dd7f6-6436-4760-aa96-d7bc8d2a368e.jsonld,https://gleaner.io/xid/genid/cggj3qbk59mc73f1maeg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_fe9dd7f6-6436-4760-aa96-d7bc8d2a368e.jsonld,https://gleaner.io/xid/genid/cggj3qbk59mc73f1maf0,creator
https://catalogue.cioos.ca/dataset/ca-cioos_fe9dd7f6-6436-4760-aa96-d7bc8d2a368e.jsonld,https://gleaner.io/xid/genid/cggj3qbk59mc73f1mahg,creator
https://catalogue.cioos.ca/dataset/ca-cioos_fe9dd7f6-6436-4760-aa96-d7bc8d2a368e.jsonld,https://cioosatlantic.ca/,provider
https://catalogue.cioos.ca/dataset/0d2a454c-d142-47d7-8630-45bdc455e4a9.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/0d2a454c-d142-47d7-8630-45bdc455e4a9.jsonld,https://gleaner.io/xid/genid/cggj3brk59mc73f1k0ug,creator
https://catalogue.cioos.ca/dataset/0d2a454c-d142-47d7-8630-45bdc455e4a9.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/79d990b1-e07a-4f7c-a17d-5c6689e61ac0.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/79d990b1-e07a-4f7c-a17d-5c6689e61ac0.jsonld,https://gleaner.io/xid/genid/cggj3d3k59mc73f1k85g,creator
https://catalogue.cioos.ca/dataset/79d990b1-e07a-4f7c-a17d-5c6689e61ac0.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/0b7be7e9-aa1a-4a4e-9cf6-25776d999d2c.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/0b7be7e9-aa1a-4a4e-9cf6-25776d999d2c.jsonld,https://gleaner.io/xid/genid/cggj4frk59mc73f1pm80,creator
https://catalogue.cioos.ca/dataset/0b7be7e9-aa1a-4a4e-9cf6-25776d999d2c.jsonld,https://cioospacific.ca,provider
https://iys.hakai.org/dataset/ca-cioos_bbf34546-7e29-483e-89f7-43b8d59dc772,https://gleaner.io/xid/genid/cggj463k59mc73f1o5k0,publisher
https://iys.hakai.org/dataset/ca-cioos_bbf34546-7e29-483e-89f7-43b8d59dc772,https://gleaner.io/xid/genid/cggj463k59mc73f1o5mg,creator
https://catalogue.cioos.ca/dataset/601cd93d-39e9-441e-87a0-dd2d91cc24e0.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/601cd93d-39e9-441e-87a0-dd2d91cc24e0.jsonld,https://gleaner.io/xid/genid/cggj4d3k59mc73f1p8kg,creator
https://catalogue.cioos.ca/dataset/601cd93d-39e9-441e-87a0-dd2d91cc24e0.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/6ee01121-2e19-467b-b201-571f806015b5.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/6ee01121-2e19-467b-b201-571f806015b5.jsonld,https://gleaner.io/xid/genid/cggj4irk59mc73f1q5gg,creator
https://catalogue.cioos.ca/dataset/6ee01121-2e19-467b-b201-571f806015b5.jsonld,https://cioospacific.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_5843a289-2c88-4253-bed8-25b5b58b1d79,https://gleaner.io/xid/genid/cggj2pbk59mc73f1h7kg,publisher
https://catalogue.cioos.ca/dataset/e24917b5-e8a4-4810-bb2f-573025289f20.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/e24917b5-e8a4-4810-bb2f-573025289f20.jsonld,https://gleaner.io/xid/genid/cggj393k59mc73f1jiog,creator
https://catalogue.cioos.ca/dataset/e24917b5-e8a4-4810-bb2f-573025289f20.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/bfc88b06-2b75-4b3d-9851-6f5da77d70e9.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/bfc88b06-2b75-4b3d-9851-6f5da77d70e9.jsonld,https://gleaner.io/xid/genid/cggj40jk59mc73f1n85g,creator
https://catalogue.cioos.ca/dataset/bfc88b06-2b75-4b3d-9851-6f5da77d70e9.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_98bf4327-ee51-4f08-8250-19666843796e1.jsonld,https://gleaner.io/xid/genid/cggj4erk59mc73f1ph70,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_98bf4327-ee51-4f08-8250-19666843796e1.jsonld,https://gleaner.io/xid/genid/cggj4erk59mc73f1ph6g,creator
https://catalogue.cioos.ca/dataset/ca-cioos_98bf4327-ee51-4f08-8250-19666843796e1.jsonld,https://gleaner.io/xid/genid/cggj4erk59mc73f1ph60,creator
https://catalogue.cioos.ca/dataset/ca-cioos_98bf4327-ee51-4f08-8250-19666843796e1.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_7ddae37a-e706-45d2-8060-8306300a98c81.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_7ddae37a-e706-45d2-8060-8306300a98c81.jsonld,https://gleaner.io/xid/genid/cggj3cbk59mc73f1k540,creator
https://catalogue.cioos.ca/dataset/ca-cioos_7ddae37a-e706-45d2-8060-8306300a98c81.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/86d71cee-3085-47f4-b6c1-0e8ca52cc3bc.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/86d71cee-3085-47f4-b6c1-0e8ca52cc3bc.jsonld,https://gleaner.io/xid/genid/cggj39jk59mc73f1jkv0,creator
https://catalogue.cioos.ca/dataset/86d71cee-3085-47f4-b6c1-0e8ca52cc3bc.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/271d65ab-382a-4b68-97d7-b1e7a252071c.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/271d65ab-382a-4b68-97d7-b1e7a252071c.jsonld,https://gleaner.io/xid/genid/cggj433k59mc73f1nkeg,creator
https://catalogue.cioos.ca/dataset/271d65ab-382a-4b68-97d7-b1e7a252071c.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/74afcc94-e40d-4fd6-a667-cb179bec1f3a.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/74afcc94-e40d-4fd6-a667-cb179bec1f3a.jsonld,https://gleaner.io/xid/genid/cggj48bk59mc73f1ohig,creator
https://catalogue.cioos.ca/dataset/74afcc94-e40d-4fd6-a667-cb179bec1f3a.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/f2b33dc9-c2ba-465c-8fd6-409860d54a59.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/f2b33dc9-c2ba-465c-8fd6-409860d54a59.jsonld,https://gleaner.io/xid/genid/cggj2ubk59mc73f1hur0,creator
https://catalogue.cioos.ca/dataset/f2b33dc9-c2ba-465c-8fd6-409860d54a59.jsonld,https://gleaner.io/xid/genid/cggj2ubk59mc73f1hut0,creator
https://catalogue.cioos.ca/dataset/f2b33dc9-c2ba-465c-8fd6-409860d54a59.jsonld,https://cioospacific.ca,provider
https://catalogue.hakai.org/dataset/ca-cioos_66ad87d2-bb96-4515-a907-6367ca6c0a2b,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.hakai.org/dataset/ca-cioos_66ad87d2-bb96-4515-a907-6367ca6c0a2b,https://gleaner.io/xid/genid/cggj2nrk59mc73f1h0dg,creator
https://catalogue.cioos.ca/dataset/7ba412b2-2b91-4b8e-806f-0d8a7aa14b97.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/7ba412b2-2b91-4b8e-806f-0d8a7aa14b97.jsonld,https://gleaner.io/xid/genid/cggj3d3k59mc73f1k8kg,creator
https://catalogue.cioos.ca/dataset/7ba412b2-2b91-4b8e-806f-0d8a7aa14b97.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/a19001c6-b2cf-4515-bd1c-d11a1faa8cf7.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/a19001c6-b2cf-4515-bd1c-d11a1faa8cf7.jsonld,https://gleaner.io/xid/genid/cggj3l3k59mc73f1lfsg,creator
https://catalogue.cioos.ca/dataset/a19001c6-b2cf-4515-bd1c-d11a1faa8cf7.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/1ed24b7c-41e9-4488-a20e-7d2e49724f18.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/1ed24b7c-41e9-4488-a20e-7d2e49724f18.jsonld,https://gleaner.io/xid/genid/cggj49jk59mc73f1onj0,creator
https://catalogue.cioos.ca/dataset/1ed24b7c-41e9-4488-a20e-7d2e49724f18.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/be36bf09-4fc8-49ca-9e37-5b8abdd844a1.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/be36bf09-4fc8-49ca-9e37-5b8abdd844a1.jsonld,https://gleaner.io/xid/genid/cggj46bk59mc73f1o5p0,creator
https://catalogue.cioos.ca/dataset/be36bf09-4fc8-49ca-9e37-5b8abdd844a1.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/aba7c206-e634-4b8b-ab4c-3ee367401a5e.jsonld,https://catalogue.cioos.ca/organization/b9a157db-ac56-4a28-aee9-899a35f463c6,publisher
https://catalogue.cioos.ca/dataset/aba7c206-e634-4b8b-ab4c-3ee367401a5e.jsonld,https://gleaner.io/xid/genid/cggj4drk59mc73f1pdg0,creator
https://catalogue.cioos.ca/dataset/aba7c206-e634-4b8b-ab4c-3ee367401a5e.jsonld,https://ogsl.ca,provider
https://catalogue.cioos.ca/dataset/ca-cioos_5843a289-2c88-4253-bed8-25b5b58b1d79.jsonld,https://gleaner.io/xid/genid/cggj41rk59mc73f1ndg0,publisher
https://catalogue.cioos.ca/dataset/ca-cioos_5843a289-2c88-4253-bed8-25b5b58b1d79.jsonld,https://cioospacific.ca,provider
https://catalogue.cioos.ca/dataset/1ca3025b-68cd-4f3f-9f70-e176bc773d02.jsonld,https://catalogue.cioos.ca/organization/f6f187f7-19f2-4273-a45a-5d9406204873,publisher
https://catalogue.cioos.ca/dataset/1ca3025b-68cd-4f3f-9f70-e176bc773d02.jsonld,https://gleaner.io/xid/genid/cggj3pjk59mc73f1m7ag,creator
https://catalogue.cioos.ca/dataset/1ca3025b-68cd-4f3f-9f70-e176bc773d02.jsonld,https://cioospacific.ca,provider
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4f0,publisher
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4ig,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4cg,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4c0,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4kg,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4o0,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p450,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p46g,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p490,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4dg,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4p0,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4n0,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p45g,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p460,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4lg,creator
https://iys.hakai.org/dataset/ca-cioos_89c1b0c1-b358-4c0f-9fa9-467566c2ae69,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p4j0,creator
